crew,id
N/A,37024
N/A,53622
 Claude Zidi,761
 Serge Korber,11914
N/A,64968
N/A,34300
 Jacek Bromski,58018
 Erich von Stroheim,70806
 Rainer Werner Fassbinder,45560
 Santosh Sivan,26506
 Hal Haberman,13856
 Jonas Elmer,14536
 Isabelle Mergault,13710
 Siddharth Anand,15084
 Tommy Wirkola,14451
 Brad Silberling,18162
 Michael Lembeck,34482
N/A,16324
 Clarence Brown,50600
 Azazel Jacobs,18468
 Karey Kirkpatrick,19724
 Tony Scott,18487
 Shunji Iwai,27799
 Ole Christian Madsen,8883
 Oliver Parker,49767
N/A,29314
 Olaf Ittenbach,40465
 Nick Stillwell,10272
 Alberto Cavalcanti,23924
 Douglas Hickox,18061
 Tim Disney,21179
 Hiroshi Nishitani,42341
 Lo Wei,18760
 Hitoshi Matsumoto,11693
 Randa Haines,40509
 Clive Gordon,15073
 Aaron Norris,31544
 Anatole Litvak,84119
 Cyrus Nowrasteh,33409
 Anne Fletcher,18240
N/A,51260
 John Milius,28110
 Vincente Minnelli,89484
 Malcolm Ingram,48288
 Harold Ramis,17610
 Bent Hamer,8933
 Aarne Tarkas,156917
 Phil Karlson,37911
 Jerry Lewis,38773
 Emir Kusturica,8269
 Steve Barnett,45779
 Kevin Connor,27085
 James Toback,8940
 Robert Drew,133
N/A,20152
 Kurt Mattila,14938
N/A,19508
 Anthony Harvey,66770
 Kathryn Bigelow,12162
N/A,4498
N/A,176810
 Arnold Laven,170477
 Tadeusz Chmielewski,75015
 Sacha Bennett,18507
 Laurie Lynd,16240
N/A,50030
N/A,81223
 David Steinberg,24772
N/A,67515
 Louis Feuillade,29082
 Jim Jarmusch,8284
 Marc Rothemund,4250
 Eddy Moretti,32451
 Eric Zala,62128
 Michael Bay,8373
N/A,62320
 Franc Roddam,24734
 Hasan Karacadag,75317
 Sergei Dvortsevoy,8939
 Robert Siodmak,35404
 Raquel Cepeda,91205
 Josef von Sternberg,53906
 Daniel Barnz,19079
 Woody Allen,19265
 Mark Waters,12556
 Guy Moshe,43638
 Robert Aldrich,4990
 George Marshall,43192
 Michael Mann,11322
 Carlos Saldanha,8355
N/A,10821
 Brad Turner,176241
 Warwick Thornton,47075
 Eric Steven Stahl,41385
 Robert Parrish,25728
 Otto Preminger,20301
 Karen Disher,24232
 Jan Fethke,242737
N/A,50201
 John Cassavetes,52109
 Matti Kassila,251657
 Jeff Broadstreet,24927
 John Edginton,183871
 Jamie Meltzer,156063
 Nick Cassavetes,10024
 Sabbir Khan,10788
 Stacy Title,15423
N/A,33321
 Rajiv Menon,69426
 Andy Orjuela,16226
 Roy Del Ruth,42659
 Mike Smith,16440
N/A,37021
 Lewis Seiler,62186
N/A,22612
 Marc Webb,19913
 Abbas Kiarostami,47104
N/A,17359
N/A,47920
 Frank Borzage,82474
 Vincente Minnelli,45184
 Larry Charles,18480
 Jeff Sherman,64831
 Constantine Nasr,266814
 Don Siegel,4931
 James Merendino,301233
 Ivo Caprino,18901
 Jonathan Frakes,14728
 Fyodor Bondarchuk,16911
N/A,70648
 Gerald McMorrow,8884
 Perry Lang,38940
 Sam Dunn,19105
 Marianna Palka,14758
 David Yates,767
 Alain Resnais,59847
 Alain Resnais,60623
 Roger Young,14687
 Stevan Riley,351862
N/A,10353
N/A,49360
 Mike Robe,245367
 Hans Horn,9592
N/A,68572
 Sidney Lumet,84278
 Luchino Visconti,43195
 Stephen Boyum,23964
 Marc Munden,14531
 Raoul Walsh,76465
 Jim Henson,51302
 Vittorio De Sica,76452
 Yann Samuell,14197
 John Ireland,20174
N/A,48773
N/A,60008
 Terry Gilliam,8054
 Jens Hoffmann,19929
 Su Friedrich,123777
 Jacques Tourneur,18696
 Luchino Visconti,3478
 Isidro Ortiz,30713
N/A,54759
 Eric Mandelbaum,30121
 Olivier Assayas,64901
 Lynn Shelton,23720
 David McKay,14843
 Kiyoshi Kurosawa,8937
N/A,9974
 Denis Villeneuve,22302
 Jared Drake,20382
 Roy Ward Baker,53868
 Adam Rifkin,69342
 Michelle Manning,83078
 Sebastian Gutierrez,37516
 Charles Winkler,19727
 Hall Bartlett,56150
 Stephen Frears,22215
 Michael McGowan,18635
 George McCowan,4983
N/A,53830
 Lance Bangs,38971
N/A,49691
 Maurice Pialat,39415
 John Hindman,20407
 Tim Whelan,22408
 Carl Pierson,23286
N/A,69166
 Max Linder,97995
 Busby Berkeley,67967
N/A,21208
 Robert Markowitz,131351
 Rowan Woods,16056
N/A,53781
 Robert Luketic,20943
 Edgar Reitz,67463
 Elia Kazan,82311
 Yariv Mozer,204996
 Mike Leigh,47870
 Stuart Heisler,104083
 Marcus Dunstan,21407
 David Twohy,12403
N/A,62547
 Craig Singer,15422
 Robby Henson,14833
 Scott Caan,41183
 Richard Dale,44578
 John Schultz,20856
 Neill Blomkamp,17654
 Nora Ephron,24803
N/A,38879
 Steve Shill,17335
 Andy Fickman,13836
 Borja Cobeaga,20071
 Richard Berry,13730
 Laetitia Colombani,15438
 Peter Chelsom,18126
 Stephen Sommers,14869
 Martin Provost,14415
 Sophie Barthes,30250
 Bertrand Tavernier,121895
 Renny Harlin,17134
 Lee Harry,50719
N/A,105703
 Wan Jen,176650
 Philippe Falardeau,17199
 John Farrow,20153
 Jonathan Liebesman,20777
 Martha Coolidge,54982
N/A,92989
N/A,45999
 Susanne Bier,18908
 Stephen Frears,31067
 Francesca Joseph,39286
 Espen Sandberg,13752
 Ralph Ziman,22600
 Werner Herzog,99657
N/A,40797
N/A,40743
 Tommy Wirkola,17285
 Charles Martin Smith,12407
 Bradley Beesley,97252
 Jake Kennedy,18440
N/A,22602
N/A,40799
 Ruud van Hemert,40071
 Dan Zeff,19422
 Tony Gatlif,31670
N/A,38107
 Hideaki Anno,15137
 Yoshiaki Iwasaki,37047
 Ariane Mnouchkine,66949
 Mikio Naruse,77285
 Hiroshi Shimizu,64728
N/A,11115
 Ken Olin,22795
 James Cotten,21878
 Robert Allan Ackerman,18585
 Neal Brennan,19905
 Max Mayer,22051
 Krisztina Goda,25902
N/A,16634
 Yves Simoneau,58421
 Jon Purdy,56264
 Paul Mazursky,31913
 Matt Aselton,14940
 Robert Schwentke,24420
 John Gulager,13797
 Florian Schwarz,12605
 Nicolai Albrecht,128856
 Stephen Gyllenhaal,145066
 Shamim Sarif,31216
 Zach Cregger,19556
 Todd Graff,23367
N/A,49982
 Kevin Rafferty,45852
 Jake Clennell,24999
 Tyler Perry,16710
 Chris Columbus,19840
N/A,25047
N/A,33199
 Toshio Lee,22025
N/A,99599
 Nicholas Jasenovec,25183
 John Sturges,19170
 Mickey Liddell,14745
 Hoyt Yeatman,19585
 John Glen,41682
 Dito Montiel,17336
 Francis Ford Coppola,11928
 Richard Sale,98289
N/A,99600
 Anthony Mann,18281
 Atom Egoyan,8895
 Nicolas Winding Refn,18533
 Alejandro Chomski,30319
 Oliver Parker,18820
 Nina Gilden Seavey,85097
 Robert Townsend,164741
N/A,12839
 Gil Junger,15775
N/A,44655
 Richard Thorpe,43384
N/A,46351
 Armand Schaefer,38662
N/A,18032
 Leni Riefenstahl,677
 Leni Riefenstahl,685
 Jon Cassar,92011
N/A,154430
 Jon Fauer,49835
 Tim Iacofano,18759
 Lance Hendrickson,106028
 Sam Miller,87683
 Erich von Stroheim,42638
 Michele Lupo,18568
 Ralph Hemecker,33314
 Mike Robe,21657
 Luc Dardenne,8899
N/A,20778
 Davis Guggenheim,22492
 Kit Ryan,17153
 Peter Ettinger,21236
 Peter Markle,35059
 Jean Renoir,43878
 Fritz Lang,29967
 John Ford,68692
 Eric Bross,15641
 Joseph Ruben,21955
 Martha Coolidge,43303
 Vicky Jenson,25704
 Ramin Bahrani,21371
 Byron Haskin,23115
 Riccardo Donna,41427
 Robert Markowitz,184781
 Lars von Trier,36108
 Donald Petrie,23049
 Claudio Fragasso,26914
 Patrick Keiller,121655
 Christophe Barratier,15457
 George Pollock,758
 Dana Nachman,43734
 George LaVoo,41496
 Vicente Amorim,12410
N/A,45458
N/A,64544
 Ang Lee,26320
 Tim Fywell,41127
 Cher,35203
 Aleksey Balabanov,34869
 Rob Zombie,24150
 Ernie Barbarash,65990
 Billy Wilder,60216
 Henry Hathaway,21336
 Nicolas Roeg,35044
N/A,2861
 Erik Gandini,23451
N/A,25376
 Jon Else,59314
 Shane Acker,12244
 Susanna Nicchiarelli,58450
 Gerald Thomas,5060
N/A,15809
 Ray McKinnon,29914
N/A,52710
 Armand Schaefer,140887
 Tay Garnett,40979
 Gareth Carrivick,22494
 Michael Haneke,37903
 Arto Koskinen,227370
 Alfonso Albacete,17899
N/A,18120
 Julie Shaw,106006
 Lauren Montgomery,17445
N/A,63581
N/A,23736
 Christian Alvart,19898
 Simon Brand,20171
 Juanma Bajo Ulloa,21700
 Henry Hathaway,57412
 Juan Antonio Bardem,72083
 Annabel Jankel,17046
 Tony Mitchell,6309
 Grant Heslov,10313
N/A,20715
 Chris Bouchard,17632
N/A,31936
 Monte Hellman,40954
 Groupe Dziga Vertov,8071
 Kenji Mizoguchi,43255
 Paolo Taviani,42225
 Theo Angelopoulos,689
 Matt Tyrnauer,22774
 Charlie Chaplin,53430
N/A,32317
N/A,47576
 Hank Braxtan,2979
 Robert Hall,17618
 Karyn Kusama,19994
 Steven Soderbergh,11323
 Erich von Stroheim,117531
 Charles McDougall,42762
 Sean Ellis,3511
 Raoul Walsh,37317
 John Berry,25900
 Cherien Dabis,29134
 Mike Judge,12569
N/A,19912
 Brian Taylor,18501
 Phil Lord,22794
 Jeffrey Bell,279606
 Tyler Perry,26367
 John Tatoulis,43757
N/A,23253
 Michael Anderson,114618
 Robert Kenner,18570
 Andrew Bujalski,36703
 Lucio Fulci,46768
N/A,18724
N/A,22536
 Aristomenis Tsirbas,16873
 Dome Karukoski,22326
 Brandon Camp,25643
 Jane Campion,29963
 Joel Schumacher,30685
 Dick Powell,25549
N/A,63615
 Phil Karlson,26009
 Avi Nesher,26500
 Michael Winterbottom,35113
N/A,40225
 Rick Bota,17455
 Rick Bota,12699
N/A,25532
 Oren Peli,23827
 Perry Moore,14579
 Jean Cocteau,185591
 Alexander Hall,28299
 Mark Hartley,16194
 Joseph Pevney,62396
 Jack Sher,18974
 Brillante Mendoza,64450
 Ernst Lubitsch,44208
N/A,19136
 Lance Hammer,25112
 Mario Bava,28051
 Bobcat Goldthwait,20178
 Glauber Rocha,67612
 Hirokazu Koreeda,25050
N/A,43360
 Guru Dutt,41053
 Alain Resnais,54563
 Ousmane Sembene,76636
 Michael Moore,22074
 Georges Franju,91262
 Don Taylor,38670
 Prabhu Deva,22717
 Louie Psihoyos,23128
 Joel Coen,12573
 Raymond De Felitta,28053
 Jamin Winans,24869
 Wladyslaw Starewicz,90056
N/A,126597
 Takashi Miike,24561
 Tarik Saleh,36800
 Neil Thompson,14476
N/A,104275
 Paul Solet,21398
 Rob Zombie,23127
 Seijun Suzuki,39506
 Michael Dougherty,23202
 Dave Parker,24001
 Drew Barrymore,22798
 Ricky Gervais,23082
 Nati Baratz,62635
N/A,61524
 Jonathan Mostow,19959
 Benny Boom,18065
 Ruben Fleischer,19908
 Kevin Tancharoen,28665
N/A,23044
 Stephen Gyllenhaal,54191
 Brett Simon,18176
 Luke Ricci,23532
N/A,46068
 Charles Lamont,33474
 Stewart Hendler,26688
 Dominic Sena,22787
N/A,4786
 Lone Scherfig,24684
 Lloyd Kramer,77246
 Charles Lamont,63795
 Alain Resnais,63978
 Anne Fontaine,11156
 William Dieterle,74469
 Andrew Piddington,44054
N/A,26763
 Les Blank,99189
 Steve Carver,18710
 Charles Lamont,33476
 Peter Billingsley,19899
 Phil Traill,23706
 Pablo Stoll,142084
N/A,39488
 Vsevolod Pudovkin,106254
 Imtiaz Ali,11807
 Kari Skogland,17622
 Jacques Demy,60773
 Josef von Sternberg,885
 King Vidor,126136
 Marcel Sarmiento,23966
 Javier Rebollo,188858
 Ernst Lubitsch,48214
 Yoshiaki Iwasaki,44685
 Chen Kaige,92990
N/A,43902
 Tim Whelan,43850
 Scott Sublett,33857
 Morten Lindberg,33380
 Alexander Olch,70569
 Jeremiah Kipp,21910
 Maurice Pialat,4734
 Josef von Sternberg,42678
 Emeric Pressburger,44334
 Erich von Stroheim,42537
 Spike Jonze,16523
 Peeter Simm,46931
 Andy Warhol,1686
 Glauber Rocha,67062
 Ritwik Ghatak,59239
 Marguerite Duras,85927
N/A,63107
 Rick Ernst,29124
 Jack Gold,44630
 Charlie Chaplin,53423
 Harold French,37340
 James Foley,38702
 Hugh Hudson,43990
 Eric Karson,18214
 Peter MacDonald,3513
 Anat Baron,19837
 Robert Rodriguez,25132
 Natalie Portman,12572
N/A,22803
 Jacques Tourneur,32563
 Stephen Weeks,52941
 Bruce Beresford,180576
 Felix Van Groeningen,33806
 Sammo Hung,50936
 Mira Nair,8915
 Nelson McCormick,19904
N/A,120518
 Adam Elliot,24238
 David Mackenzie,19918
 Scott Mann,24056
 Scott Hicks,23512
 Ruba Nadda,31189
 Giuliano Montaldo,54154
 Lewis Gilbert,85763
 Douglas Sirk,37637
N/A,94663
 Roberto Rossellini,69912
 David Lean,51619
 Fei Mu,21058
 David Butler,30506
 Ousmane Sembene,97029
 Fritz Lang,71041
 Vsevolod Pudovkin,98914
N/A,54419
 Octavio Getino,89681
 Bernardo Bertolucci,42788
 Antonio Campos,8926
 Mark Atkins,16398
 Gregory Connors,24392
 Yakov Protazanov,2973
 Lev Kuleshov,32928
 Jason Reitman,22947
 Peter Medak,141640
N/A,168607
 John Borowski,13558
N/A,105419
 Andrzej Wajda,47430
 Keven McAlester,34631
 Heddy Honigmann,234937
N/A,19035
N/A,56619
 Claire Denis,26191
 Jon Wright,23173
 Peter Ramsey,53985
 Nabil Ayouch,49167
 Otto Preminger,39306
 Henry Hathaway,71171
 Marco Risi,84089
 Feliks Falk,31021
N/A,173171
 Chris Landreth,48329
 Christoph Lauenstein,44338
 Yoshihiro Nishimura,36577
 John Crowley,22447
 Richard Boleslawski,43893
 Marisa Silver,65403
 Kevin Greutert,22804
 Kenny Ortega,13576
 Sion Sono,28422
 Stephen Gyllenhaal,108021
 Guy Maddin,94653
N/A,1697
 Phil Karlson,36949
 William Witney,38680
 Paul Weitz,24418
 Troy Duffy,22821
 Jeff Stilson,22800
 Scott Sanders,24804
N/A,29150
N/A,14968
 Jeff Crook,38065
 David Bowers,16577
 Henry Koster,61647
 Carlo Verdone,37767
 Jared Hess,22820
 Wes Anderson,10315
 Jon Amiel,30431
N/A,197552
 Jan Kounen,38984
 Aaron Norris,36278
 Gary Goldman,54648
 Robert Vince,32834
 Bill Duke,14834
N/A,53263
N/A,51317
 Fritz Lang,70555
 Jacques Rivette,63401
 Vsevolod Pudovkin,84273
 Bobby Garabedian,82040
 Aleksandr Dovzhenko,85715
 Nelson Pereira dos Santos,836
 Robert Zemeckis,17979
 Nicholas Ray,43370
 Jack Chambers,113520
 Boris Barnet,94638
 Humphrey Jennings,84656
 Edward James Olmos,105077
N/A,95600
 Charles Swickard,84772
 Sonia Anderson,106537
 Guru Dutt,53767
 Irving Lerner,18930
 Rebecca Miller,4475
 Nikolaus Geyrhalter,24565
 Alexander Hall,108200
 Richard Wallace,77121
N/A,52048
N/A,75804
 Peter Sohn,24480
 Chris Stenner,37060
N/A,176273
 Michael Sucsy,19851
 Kazuaki Kiriya,24293
 Roland Emmerich,14161
 Richard Kelly,22825
N/A,8088
 Jonathan Nossiter,70805
N/A,21581
 Olatunde Osunsanmi,22824
 Lee Daniels,25793
N/A,23189
 Werner Herzog,11699
 Chris Weitz,18239
 Bob Misiorowski,17774
 Oren Moverman,28089
 Todd Kessler,14859
 Eran Riklis,7860
 James McTeigue,22832
 Corneliu Porumboiu,32511
 Philippe Martinez,14172
 Simon Fellows,19167
N/A,121088
 Caroline Zelder,73501
 Mel Stuart,2261
 Sheldon Lettich,9924
 Robert Boris,30231
N/A,33273
 Ian Fitzgibbon,33035
 Marty Feldman,55628
 Peter Sasdy,112687
 Simon Fellows,20411
N/A,71329
 Jacques Feyder,32543
 Kamal Amrohi,54966
 Kenji Mizoguchi,91426
 Dean Semler,6058
 Albert Pyun,31002
 Roy Burdine,34003
 David Soren,25472
 Jim Sheridan,7445
N/A,23269
N/A,411456
N/A,47466
 Michael Anderson,109175
 Georges Schwizgebel,153118
 Lenny Abrahamson,18595
 Hal Roach,53516
 Christopher Denham,27258
 Alex Rivera,20764
 50 Cent,25467
 Lee Davis,161094
 Gitanjali Rao,267523
 John Lee Hancock,22881
 Aleksandr Medvedkin,93743
 Joris Ivens,97035
 Hollis Frampton,88276
N/A,94466
N/A,99875
 Ken Jacobs,126863
N/A,58435
 Santiago Segura,1284
N/A,19116
 Takashi Miike,25716
N/A,36106
 Michael Snow,90041
 Josef von Sternberg,104776
 Mario Peixoto,8353
 Bradley Raymond,15400
 Jonas Pate,22640
 Walt Becker,22949
N/A,36272
 Jorge Blanco,16866
 Richard Linklater,12404
 Gary Hustwit,23951
 Shaun Monson,30238
 James Mottern,29406
 Tom Ford,34653
 Jeff King,14452
 Jeff King,18472
 Aleksey Balabanov,51284
 Peter Jackson,7980
 Clint Eastwood,22954
 Ken Loach,2143
 Ron Clements,10198
 Kirk Jones,26171
 John Ford,32634
N/A,4597
 David Hillenbrand,37190
 Tobe Hooper,31909
 Richard Franklin,62131
 Jake West,20606
 John Webster,139212
 Lee Isaac Chung,57654
 Thomas Whelan,18175
 Manny Coto,88067
 Bruce Malmuth,30526
 Robert Siodmak,347
 Satyajit Ray,35867
N/A,64414
 Aleksey German,83491
 Georges Franju,56800
 Mauritz Stiller,38759
 Frank Borzage,28392
 Luchino Visconti,92432
 Kenji Mizoguchi,45987
 Ted Kotcheff,55261
N/A,27719
N/A,42836
 Kenji Mizoguchi,101382
 Jack Smith,47122
 Alexander Kluge,89785
 Mark Donskoy,129417
N/A,53161
 Apichatpong Weerasethakul,47046
 Pedro Costa,82404
N/A,128846
N/A,63764
 Chen Kaige,148597
 Jaak Kilmi,46886
 Norman McLaren,129303
 Marc Lawrence,24438
N/A,174598
N/A,60639
N/A,125512
 Jose Pozo,14704
N/A,100122
 Zbigniew Rybczynski,48496
 Alexander Hall,33052
 Alexander Hall,140281
 Rob Williams,26032
 Regardt van den Bergh,29697
N/A,16576
N/A,272772
 Steven Sheil,19197
N/A,23947
 Emily Young,25968
 Nick Willing,61872
 Sidney Lumet,32615
 James Cameron,19995
 Rob Marshall,10197
 Mario Van Peebles,9650
N/A,64481
 Isabelle Mergault,10268
 Nancy Meyers,22897
 Guy Ritchie,10528
 Scott Cooper,25196
 Josef Rusnak,13988
 Michael Hoffman,36811
 Pierre Richard,40054
 Betty Thomas,23398
 Scott McGehee,28520
 Mani Ratnam,15772
 Yevgeni Bauer,132397
 James Westby,38908
 Rainer Werner Fassbinder,42206
 Richard Wallace,26533
 Peter Hyams,25137
N/A,22043
 Ken Loach,18898
 John Putch,26123
 Carol Reed,40494
N/A,27172
 Emeric Pressburger,17591
 Vittorio De Sica,49687
N/A,51831
 Keoni Waxman,44808
 Ernst Lubitsch,121379
 Jay Delaney,41886
 Stephen Berra,24050
N/A,94803
 Jacques Rivette,156015
N/A,94727
 Humphrey Jennings,132392
N/A,114790
 Isaac Florentine,36293
 Anthony Hickox,26129
 Boris Barnet,110733
 King Vidor,96107
N/A,89647
 David DeCoteau,27390
 Anthony Hickox,122163
 Jim McBride,352237
 David Pastor,25769
 Anil Mehta,14159
 Peter Yates,25680
 Klaus Lemke,36117
 Anatole Litvak,43876
 Chantal Akerman,63215
 Kenji Mizoguchi,124994
 Basil Wright,54051
 Willi Forst,80960
N/A,97032
 Mark Donskoy,148536
 Oksana Bychkova,64736
 Bruce McDonald,23963
N/A,35148
 Vlad Yudin,26465
 Jim Wynorski,51422
 Sheldon Lettich,60489
 David Auburn,16204
 Dolph Lundgren,23404
 Danny Lerner,20236
N/A,148077
 Howard Hawks,42564
 Matthew Chapman,65572
 Henry King,25190
 Miguel Arteta,22327
 Michael Spierig,19901
 Claudia Llosa,28644
 Franny Armstrong,24458
 Dolph Lundgren,13723
 Samuel Dolhasca,15791
N/A,28178
 Andrew Chiaramonte,291554
 Maurice Phillips,149851
 Hunter Weeks,14773
 Mircea Veroiu,147683
 Anand Tucker,25195
 Albert Hughes,20504
 Daniel Alfredson,33613
 Ken Loach,57251
 Robert Culp,85126
 Bruce Beresford,123772
 Luchino Visconti,4286
 Jacques Audiard,21575
 Alberto Cavallone,104320
 Gene Kelly,4932
 Joko Anwar,39023
 Ronny Yu,187401
 James DeMonaco,25927
 Anders Morgenthaler,14173
 Chris Smith,28227
N/A,31875
 Marwan Hamed,44085
 Giacomo Talamini,58589
 Richard Loncraine,26820
 Albert Serra,119905
 Peter Hewitt,24271
N/A,52273
N/A,95140
N/A,179066
 Anthony Asquith,37222
N/A,55197
 Terry Zwigoff,87065
 Coke Sams,20551
N/A,28280
 Dolph Lundgren,26125
 John Landis,26765
 Richard Schickel,5707
N/A,323111
 Charles Band,26961
 Sidney Franklin,126925
 Chris Nahon,1450
 Lisandro Alonso,101006
 Richard Boleslawski,52429
 Michael Vejar,81895
 Armand Lohikoski,148435
 Jacques Rivette,46335
N/A,18476
 Ashutosh Gowariker,15774
 Brian Hecker,20107
 Christian Petzold,12161
 Mihalis Kakogiannis,164421
N/A,101342
 Derek Jarman,41970
 Akihiko Shiota,89800
 Jackie Chan,21521
 Werner Herzog,44027
 Pirjo Honkasalo,143098
 Fatih Akin,31175
 Antonello Grimaldi,22274
 Paul Morrissey,4579
 Robert Bresson,32097
 Peter Brosens,83430
 Tay Garnett,13634
 Mircea Veroiu,144089
 Mark Rosman,40229
 Guillaume Ivernel,10800
N/A,277622
 Benny Chan,25676
 Peter Yates,44941
 Radu Mihaileanu,25205
N/A,17602
 Robert Baca,14981
 Philippe Muyl,45699
 Richard Eyre,17606
 Franck Khalfoun,25594
 Isaac Florentine,25602
 Neil Hardwick,40660
 Nahid Persson Sarvestani,101376
 Terence Davies,49956
 Marcel Pagnol,43844
 Natasha Arthy,15930
 Sacha Guitry,65642
 Ritwik Ghatak,86303
N/A,63771
 Michael Curtiz,52229
 Thomas Langmann,2395
N/A,13855
 Randy Olson,21153
 Arnaud Desplechin,83994
 Joe Swanberg,5761
 Mike Leigh,57978
 Mike Leigh,23999
N/A,42720
 Jack Perez,17911
 Katarzyna Roslaniec,32559
N/A,253476
N/A,69061
 Larry Roemer,13382
 Ron Oliver,13358
N/A,33511
 Ben Niles,27182
 Oliver Hodge,29110
N/A,23410
N/A,266740
 Ben Ramsey,22164
 Isaac Florentine,15255
 Steve Boyum,71885
 Rajkumar Hirani,20453
 Martin Asphaug,108573
 Erik Poppe,16095
 Kunal Kohli,4253
 Henry Cornelius,43346
 Paul Newman,40083
N/A,61864
N/A,59390
 Scott Stewart,22894
 Howard Hawks,15807
 Sam Taylor,85507
N/A,72241
 Fritz Lang,22404
N/A,27567
N/A,147692
 Martin Campbell,41787
 Noah Stern,106482
 Horatiu Malaele,26752
 Blake Edwards,48609
N/A,251281
 Yuthlert Sippapak,160266
N/A,21033
 Bo Zenga,23988
 Paul Wilmshurst,186129
N/A,51120
 Yoshiaki Kawajiri,21453
 Giovanni Pastrone,5153
 Michael Curtiz,17836
 Teruo Ishii,51429
 Charles Vidor,32130
N/A,126083
 Peter Flinth,13522
 Kihachi Okamoto,47370
 Boris Acosta,31156
 Michael Findlay,84104
 Susan Buice,46336
 Tom Vaughan,27569
N/A,62775
 Wesley Ruggles,120109
N/A,8349
 Mario Camus,75877
 Josef von Sternberg,43891
 Kristopher Belman,33295
N/A,29501
 Michael Blieden,16453
 Mark Steven Johnson,13477
 Martin Campbell,12201
 Quentin Lee,47554
 James Tinling,33395
 Robert Wiene,2974
 Johnnie To,14016
N/A,94706
 Christopher Smith,26466
N/A,49807
 William Friedkin,99749
 Larry Cohen,79509
 Anthony Mann,46623
N/A,52863
 Gilbert Cates,92283
 Tomoharu Katsumata,42137
 Glenn Ficarra,8952
 Kevin Sullivan,40724
 Terrence Martin,33159
 Jiang Xiao,26137
 Barry Primus,71825
N/A,103201
 Alexander Sokurov,98246
 George Stevens,33630
 Gregory Greene,51675
N/A,281287
 Mick Jackson,33602
N/A,12169
N/A,252407
 Henry Koster,43333
 Robert Klane,42212
 David Miller,33728
 Cheryl Hines,27989
 Ti West,25983
 Michael Curtiz,42683
 Anil Sharma,271677
 Radhika Rao,46423
 Andrea Arnold,24469
 Aditya Chopra,11518
 Veit Helmer,7344
N/A,4887
N/A,51022
 Tobe Hooper,31578
 Wong Jing,18670
 Rodney Gibbons,25293
 Rodney Gibbons,59013
 Garry Marshall,32856
 Joe Johnston,7978
 Jonas Barnes,60086
 Martin Scorsese,11324
 Rodney Gibbons,90052
 Rodney Gibbons,81382
 Lucrecia Martel,8898
 Chris Chan Lee,183946
 James Dodson,17334
 Rick Jacobson,26715
 Tatia Rosenthal,19311
 Neil Jordan,38448
 Justin Hardy,45988
 Philippe Martinez,20047
N/A,55522
N/A,81399
 Adrian Shergold,13949
 Daniel Alfredson,24253
 Peter Sunde,15324
 Chris Columbus,32657
 Kevin Smith,23742
 Tony Richardson,36457
 Mike Clattenburg,27561
 Roman Polanski,11439
 Blake Edwards,42586
 Tomm Moore,26963
 Lee Toland Krieger,32868
 Stanley Kramer,30298
 Brian Levant,23172
 Bob Gosse,30128
 John Cromwell,29381
 Henry Hathaway,42295
 Jeb Stuart,41894
N/A,67736
 Russell Mulcahy,25950
 Adam Salky,32124
N/A,26428
 George Pal,56931
 Anees Bazmee,12273
 Katherine Dieckmann,22805
 Jaffar Mahmood,79519
N/A,20083
 Gary Yates,29388
 Patrick Alessandrin,15357
 Jeff Crook,20406
 David Betances,22166
 Anastasia Lapsui,408956
 Mike Bonanno,18489
 Armand Lohikoski,120280
 Steve Barron,19962
 Breck Eisner,29427
N/A,22971
 Lixin Fan,45576
 Michael Lembeck,23023
 Terence Davies,29785
 Peter Watkins,63195
 Aleksandr Seryj,20871
 Franck Vestiel,14235
 James Bonner,71370
N/A,25967
 Luis Piedrahita,5595
 Philippe Aractingi,32092
 Paco Plaza,10664
 Ti West,28739
 Tommy Wiseau,17473
 Jeff Lew,200664
 Matti Kassila,224642
 Mikko Niskanen,117499
 Leif Erlsboe,174748
 Karan Johar,26022
 Tim Burton,12155
 Vincent Patar,40623
 Paul Greengrass,22972
N/A,119819
 Malcolm Venville,29182
 Anthony Mann,17277
 Scandar Copti,24424
 Pierre Morel,26389
 Anthony Mann,61880
 Ken Russell,31515
 Steve Rash,20618
N/A,28925
 Oliver Parker,23488
 Bill Forsyth,26771
N/A,43012
 Noah Baumbach,27583
 Larry Peerce,6883
 Antoine Fuqua,26390
 Jim Field Smith,34016
 Daniel Barber,25941
 Kerry Anne Mullaney,34195
 Rawson Marshall Thurber,20471
 Gina Kim,18514
 Allen Coulter,23169
N/A,18704
 Larry Clark,12718
 John Llewellyn Moxey,15360
 Tero Molin,19969
 Shirley Clarke,85521
 Mario Van Peebles,36233
 Louis Morneau,16763
 Fabrice Du Welz,16350
N/A,15846
 Olivier Marchal,14765
 Adam Green,44363
 William Keighley,94182
 Kevin Hamedani,34592
 Adam Bhala Lough,26430
 Tetsuro Animo,59719
 Sergio Martino,30903
 Jack Sholder,26623
 Mikko Niskanen,55412
 Ingmar Bergman,48145
N/A,29426
 Teuvo Tulio,217632
 Mikko Niskanen,195204
 Chris Shadley,34335
 Marty Callner,16239
 Lloyd Bacon,80196
 Paul Morrison,31299
 Rick Famuyiwa,34563
 Andy Tennant,27573
 Alex De Rakoff,32678
 Tim Blake Nelson,12834
 Sebastian Gutierrez,31723
 Havana Marking,24225
 Gordon Douglas,49508
 Buddy Giovinazzo,26558
 Dario Argento,15483
 Charles Reisner,31678
